Date,SERV_ADANIPORTS,CDUR_ASIANPAINT,FIN_AXISBANK,AUTO_BAJAJ-AUTO,TEL_BHARTIARTL,HLTH_CIPLA,OILGAS_COALINDIA,HLTH_DRREDDY,IT_HCLTECH,FIN_HDFCBANK,METAL_HINDALCO,FMCG_HINDUNILVR,FIN_ICICIBANK,IT_INFY,FMCG_ITC,FIN_KOTAKBANK,CONST_LT,AUTO_M&M,AUTO_MARUTI,PWR_NTPC,OILGAS_ONGC,PWR_POWERGRID,OILGAS_RELIANCE,FIN_SBIN,HLTH_SUNPHARMA,IT_TCS,AUTO_TATAMOTORS,METAL_TATASTEEL,IT_TECHM,CONST_ULTRACEMCO,IT_WIPRO
2007-01-24,,79.04499816894531,101.80999755859375,685.3125,309.6044006347656,246.8000030517578,,152.5800018310547,82.60749816894531,52.92250061035156,153.1657257080078,214.39999389648438,177.19090270996094,279.2562561035156,59.416664123535156,117.8375015258789,351.8666687011719,227.0625,934.1500244140625,113.5,152.125,,156.52232360839844,110.63253784179688,94.93556213378906,326.7875061035156,175.543212890625,35.79243850708008,442.8500061035156,1039.9000244140625,71.20125579833984
2007-01-25,,80.25,102.87000274658203,686.4249877929688,324.94830322265625,243.89999389648438,,152.74000549316406,83.10749816894531,53.30500030517578,159.0113983154297,216.25,180.26364135742188,280.125,59.28333282470703,118.6624984741211,358.9222106933594,230.5625,948.0499877929688,114.5,153.52499389648438,,156.64805603027344,111.0005111694336,96.6412124633789,328.86248779296875,177.76612854003906,37.97367477416992,448.25,1033.4000244140625,73.27125549316406
2007-01-29,,79.99500274658203,100.80000305175781,691.9500122070312,321.4108581542969,248.60000610351562,,150.36000061035156,82.6624984741211,53.119998931884766,164.04139709472656,214.9499969482422,173.80909729003906,280.54998779296875,57.233333587646484,118.23750305175781,358.22222900390625,231.33749389648438,936.8499755859375,118.83333587646484,152.80833435058594,,157.98526000976562,109.08515930175781,94.87049865722656,324.4375,172.3621368408203,38.654991149902344,437.98748779296875,1014.9500122070312,70.90875244140625
2007-01-31,,79.58999633789062,106.91999816894531,693.0374755859375,319.6083679199219,246.3000030517578,,148.61000061035156,81.0625,53.93000030517578,159.64581298828125,208.25,171.1090850830078,280.9125061035156,58.20000076293945,116.7125015258789,353.1111145019531,225.27499389648438,924.9000244140625,118.375,151.89999389648438,,156.17373657226562,107.60383605957031,95.79071044921875,319.4750061035156,168.3091583251953,34.60918426513672,435.7875061035156,995.1500244140625,68.99063110351562
2007-02-01,,79.50499725341797,108.43000030517578,691.2625122070312,329.6573791503906,247.0,,148.75999450683594,81.38249969482422,55.1974983215332,165.85401916503906,207.3000030517578,173.19090270996094,283.6187438964844,58.28333282470703,116.0,356.0111083984375,226.6125030517578,940.25,121.41666412353516,151.80833435058594,,157.44808959960938,113.50555419921875,97.19892120361328,323.01251220703125,173.68438720703125,34.050819396972656,448.42498779296875,1059.1500244140625,70.00875091552734
2007-02-02,,78.75499725341797,117.55000305175781,694.6500244140625,347.2544250488281,249.85000610351562,,149.1300048828125,81.7874984741211,55.30500030517578,166.89627075195312,209.0500030517578,171.8000030517578,283.1937561035156,59.04999923706055,122.01249694824219,373.3999938964844,228.5500030517578,944.5999755859375,118.66666412353516,150.9250030517578,,157.15664672851562,111.43453216552734,97.02230834960938,325.125,174.3551025390625,34.44158935546875,448.4624938964844,1091.25,72.3487548828125
2007-02-05,,77.83499908447266,112.95999908447266,706.7000122070312,352.008544921875,248.4499969482422,,150.05999755859375,81.4000015258789,55.16749954223633,161.3677978515625,207.85000610351562,172.14544677734375,283.6625061035156,59.20000076293945,126.51249694824219,376.1777648925781,234.46249389648438,963.25,117.70833587646484,151.6750030517578,,158.56243896484375,112.94416046142578,97.86351776123047,326.45001220703125,176.11810302734375,34.9890022277832,441.4624938964844,1107.9000244140625,71.3081283569336
2007-02-06,,77.11000061035156,109.52999877929688,705.9000244140625,347.2769470214844,250.14999389648438,,150.05999755859375,82.06999969482422,54.46500015258789,158.1051025390625,209.10000610351562,174.16363525390625,284.1187438964844,58.349998474121094,127.13749694824219,378.0,234.875,952.5,117.70833587646484,151.36666870117188,,158.7738800048828,112.89226531982422,96.4506607055664,324.6000061035156,176.3097381591797,34.60918426513672,448.7124938964844,1114.550048828125,71.41500091552734
2007-02-07,,76.7249984741211,110.56999969482422,769.6124877929688,348.31341552734375,257.5,,149.19000244140625,83.5250015258789,55.09749984741211,164.9477081298828,207.35000610351562,178.75454711914062,294.6312561035156,58.56666564941406,127.57499694824219,387.1888732910156,236.14999389648438,951.5999755859375,119.125,148.64999389648438,,159.4253387451172,112.75545501708984,97.44989013671875,326.57501220703125,172.90829467773438,34.58307647705078,446.2124938964844,1126.3499755859375,72.31500244140625
2007-02-08,,80.0199966430664,112.81999969482422,752.4375,345.47442626953125,257.1000061035156,,148.30999755859375,82.80750274658203,55.4900016784668,158.6035614013672,205.60000610351562,181.76364135742188,296.7124938964844,58.81666564941406,128.16250610351562,390.3888854980469,232.85000610351562,962.5499877929688,118.95833587646484,149.0,,159.6710662841797,113.71784973144531,97.35693359375,326.125,171.8543243408203,34.44158935546875,443.20001220703125,1118.050048828125,71.48812866210938
2007-02-09,,79.16999816894531,114.66000366210938,765.2000122070312,338.87274169921875,252.5,,146.3300018310547,82.4749984741211,55.689998626708984,157.47067260742188,202.6999969482422,181.11817932128906,295.15625,58.79999923706055,126.2874984741211,381.3666687011719,230.0124969482422,941.7000122070312,120.91666412353516,147.31666564941406,,159.07102966308594,113.1894760131836,96.15786743164062,321.8500061035156,173.43527221679688,33.745113372802734,434.7250061035156,1061.75,72.3487548828125
2007-02-12,,78.69000244140625,110.7699966430664,737.1124877929688,327.2014465332031,248.35000610351562,,145.0399932861328,80.3125,54.8025016784668,135.2208709716797,203.35000610351562,175.66363525390625,293.90625,58.45000076293945,118.07499694824219,369.022216796875,220.1999969482422,912.0,120.0,144.46665954589844,,155.31655883789062,111.68456268310547,94.0989990234375,313.95001220703125,167.6863555908203,33.03852844238281,414.8500061035156,1028.199951171875,70.92000579833984
2007-02-13,,78.44999694824219,103.5999984741211,760.6875,333.6228942871094,243.5500030517578,,145.25,81.5199966430664,53.435001373291016,129.42050170898438,201.0,173.8000030517578,288.0249938964844,57.733333587646484,118.5250015258789,358.70001220703125,216.4375,890.9000244140625,120.70833587646484,147.60000610351562,,156.122314453125,110.71273803710938,94.34532165527344,313.2250061035156,166.0958251953125,32.18624496459961,417.6000061035156,990.75,71.75250244140625
2007-02-14,,77.81999969482422,104.1500015258789,753.3875122070312,343.55926513671875,244.0,,143.97999572753906,82.7874984741211,50.86249923706055,132.72853088378906,200.4499969482422,166.25454711914062,285.58123779296875,57.983333587646484,119.86250305175781,358.6777648925781,213.9250030517578,857.0499877929688,120.125,150.13333129882812,,157.38523864746094,104.00430297851562,94.84261322021484,315.1875,162.92433166503906,32.64775848388672,411.5249938964844,962.0,73.14750671386719
2007-02-15,,78.92500305175781,109.30999755859375,753.0,357.5062255859375,256.6499938964844,,147.67999267578125,84.37000274658203,52.09000015258789,137.39599609375,205.9499969482422,172.654541015625,297.8687438964844,58.08333206176758,121.11250305175781,376.71112060546875,225.4875030517578,892.25,118.625,151.0416717529297,,160.80255126953125,105.91964721679688,95.8325424194336,323.0625,166.58447265625,32.92314910888672,420.95001220703125,966.6500244140625,76.16250610351562
2007-02-19,,79.0,109.51000213623047,756.3499755859375,360.4803771972656,255.5,,146.1699981689453,86.55000305175781,51.662498474121094,134.6317596435547,205.1999969482422,178.2181854248047,297.01251220703125,58.133331298828125,122.36250305175781,376.3555603027344,223.46249389648438,914.0499877929688,118.29166412353516,151.02499389648438,,162.37977600097656,106.81599426269531,96.22757720947266,327.45001220703125,166.6802978515625,33.02336883544922,422.57501220703125,964.3499755859375,76.640625
2007-02-20,,76.16000366210938,106.33999633789062,749.2125244140625,356.7401428222656,254.64999389648438,,145.83999633789062,86.69999694824219,51.58000183105469,134.49581909179688,199.60000610351562,176.26364135742188,294.9937438964844,58.61666488647461,118.2874984741211,370.9333190917969,220.21249389648438,892.75,118.375,146.02499389648438,,161.6768798828125,104.51852416992188,95.71170043945312,324.88751220703125,164.03579711914062,33.07895278930664,413.63751220703125,955.5,74.7281265258789
2007-02-21,,75.77999877929688,107.29000091552734,744.0875244140625,363.92767333984375,254.39999389648438,,145.89999389648438,87.25,50.79999923706055,136.0818634033203,195.85000610351562,176.23635864257812,288.86248779296875,58.150001525878906,117.44999694824219,368.5,223.1999969482422,898.1500244140625,118.79166412353516,145.5,,160.77969360351562,104.3439712524414,94.6195297241211,320.9624938964844,164.58193969726562,33.87228012084961,414.4750061035156,957.7000122070312,75.19499969482422
2007-02-22,,75.51000213623047,103.91999816894531,726.8250122070312,360.84088134765625,247.6999969482422,,141.27000427246094,85.13749694824219,49.3650016784668,133.18167114257812,191.4499969482422,172.03636169433594,285.9375,58.150001525878906,111.75,367.4666748046875,218.125,880.0,118.79166412353516,142.5,,161.38543701171875,101.71626281738281,93.39257049560547,323.57501220703125,159.9732208251953,33.84954071044922,420.26251220703125,960.7999877929688,73.1081314086914
2007-02-23,,73.25,98.19000244140625,710.625,340.6527099609375,241.89999389648438,,136.30999755859375,82.60749816894531,47.90999984741211,130.46275329589844,188.14999389648438,164.90908813476562,279.7124938964844,55.68333435058594,109.6624984741211,358.0333251953125,213.96249389648438,863.5,118.45833587646484,138.3333282470703,,161.5225830078125,99.84337615966797,90.54827117919922,319.3374938964844,156.56219482421875,34.2630500793457,396.73748779296875,896.4000244140625,70.12125396728516
2007-02-26,,73.16500091552734,99.08999633789062,703.2750244140625,329.8150939941406,245.0,,137.86000061035156,83.30000305175781,47.587501525878906,131.8222198486328,189.5500030517578,164.36363220214844,277.26873779296875,56.766666412353516,109.1500015258789,354.1111145019531,213.85000610351562,878.2999877929688,118.625,139.10833740234375,,160.7568359375,102.69281005859375,91.31976318359375,321.5249938964844,160.8834686279297,34.9890022277832,373.0375061035156,906.9500122070312,69.0300064086914
2007-02-27,,73.19499969482422,97.52999877929688,681.9249877929688,325.8946228027344,239.64999389648438,,138.64999389648438,82.97000122070312,48.79499816894531,130.1455535888672,185.4499969482422,159.23635864257812,273.375,55.06666564941406,109.48750305175781,347.5666809082031,211.9875030517578,887.0499877929688,118.75,136.3000030517578,,160.63111877441406,100.87653350830078,88.63813018798828,316.0375061035156,157.779052734375,34.9140510559082,374.23748779296875,946.9000244140625,68.01187896728516
2007-02-28,,73.70500183105469,92.13999938964844,654.6375122070312,323.9569091796875,231.9499969482422,,135.3800048828125,75.10749816894531,46.75,126.11248779296875,176.35000610351562,150.81817626953125,259.6937561035156,57.233333587646484,106.2249984741211,331.0777893066406,202.83749389648438,841.7000122070312,116.58333587646484,131.34165954589844,,154.57937622070312,98.30072021484375,86.3794174194336,298.3500061035156,149.97010803222656,32.94167709350586,358.875,888.0499877929688,63.27000427246094
2007-03-01,,71.7300033569336,96.94999694824219,630.4874877929688,328.4857482910156,229.6999969482422,,132.35000610351562,79.0824966430664,49.01499938964844,124.25456237792969,176.0500030517578,155.5181884765625,269.89373779296875,57.5,105.3125,343.0777893066406,201.3000030517578,840.9000244140625,118.375,132.65834045410156,,156.32232666015625,99.60277557373047,88.79149627685547,313.6625061035156,151.2061309814453,33.581729888916016,373.8500061035156,869.8499755859375,66.54375457763672
2007-03-02,,70.19499969482422,94.04000091552734,636.0125122070312,318.4367370605469,225.1999969482422,,132.02000427246094,78.99500274658203,46.880001068115234,124.79834747314453,179.0500030517578,153.25454711914062,261.6875,55.56666564941406,107.375,324.9666748046875,192.625,833.0999755859375,117.875,133.14999389648438,,150.4305877685547,94.81440734863281,90.07421875,302.13751220703125,148.59036254882812,33.012420654296875,365.8125,882.25,64.59750366210938
2007-03-05,,65.57499694824219,89.31999969482422,613.4375,309.4466857910156,217.1999969482422,,123.5,76.0250015258789,46.40250015258789,121.71690368652344,174.0500030517578,149.3727264404297,250.8937530517578,54.04999923706055,103.23750305175781,307.3999938964844,177.3000030517578,772.9000244140625,114.0,128.84165954589844,,143.93310546875,90.81859588623047,87.55989837646484,288.88751220703125,141.7874755859375,31.322174072265625,334.4375,810.5499877929688,60.40687942504883
2007-03-06,,68.31999969482422,86.22000122070312,615.2750244140625,324.76806640625,221.85000610351562,,124.51000213623047,78.19999694824219,46.397499084472656,118.00105285644531,171.5,154.16363525390625,264.3062438964844,54.016666412353516,108.2874984741211,317.9888916015625,181.28750610351562,791.75,110.79166412353516,128.15834045410156,,148.33334350585938,93.22457885742188,88.11759948730469,299.3125,139.23880004882812,31.21100616455078,323.13751220703125,819.6500244140625,65.05875396728516
2007-03-07,,66.125,83.06999969482422,612.8499755859375,325.7143859863281,231.5500030517578,,127.05000305175781,77.50749969482422,45.77750015258789,114.73834991455078,167.3000030517578,150.66363525390625,260.66876220703125,52.733333587646484,109.2750015258789,323.26666259765625,190.2624969482422,774.8499755859375,110.33333587646484,127.4749984741211,,147.2818603515625,90.99314880371094,88.20125579833984,297.95001220703125,141.53836059570312,30.763811111450195,325.73748779296875,793.1500244140625,62.308128356933594
2007-03-08,,69.33499908447266,87.22000122070312,627.7125244140625,341.7117004394531,236.5500030517578,,133.7100067138672,78.8949966430664,48.70750045776367,119.9496078491211,183.8000030517578,156.90908813476562,266.96875,53.31666564941406,112.2249984741211,338.522216796875,191.39999389648438,792.3499755859375,113.375,129.9166717529297,,152.6421356201172,94.2860336303711,89.87902069091797,304.6000061035156,146.95191955566406,31.843481063842773,339.48748779296875,816.7000122070312,64.40625
2007-03-09,,68.42500305175781,91.27999877929688,622.1749877929688,338.1517333984375,229.14999389648438,,132.0,78.0824966430664,48.845001220703125,116.32438659667969,183.75,156.1090850830078,265.1187438964844,51.383331298828125,109.55000305175781,329.79998779296875,183.47500610351562,787.2000122070312,116.70833587646484,130.56666564941406,,150.6591796875,92.71507263183594,91.51031494140625,303.0375061035156,145.09310913085938,32.294044494628906,329.6000061035156,779.6500244140625,63.63562774658203
2007-03-12,,69.75,91.80999755859375,628.2125244140625,346.71368408203125,232.35000610351562,,131.67999267578125,79.98750305175781,47.502498626708984,116.55096435546875,185.0,157.94544982910156,264.4125061035156,49.53333282470703,110.1500015258789,333.04443359375,184.5625,797.0999755859375,116.125,132.26666259765625,,150.37344360351562,91.91780090332031,94.11294555664062,308.75,146.5399169921875,32.42036819458008,343.54998779296875,736.6500244140625,64.32749938964844
2007-03-13,,69.66500091552734,98.72000122070312,630.25,344.8660888671875,236.5500030517578,,132.1999969482422,80.1449966430664,48.00749969482422,118.13699340820312,181.14999389648438,159.56362915039062,263.1312561035156,49.650001525878906,109.5875015258789,340.3222351074219,190.08749389648438,801.5499877929688,118.70833587646484,134.52499389648438,,151.63636779785156,92.5027847290039,94.89373016357422,316.3500061035156,148.1496124267578,33.10926818847656,373.4750061035156,759.9500122070312,65.68875122070312
2007-03-14,,69.0,94.55999755859375,632.3875122070312,328.9138488769531,230.60000610351562,,129.69000244140625,78.82499694824219,46.647499084472656,116.09780883789062,176.85000610351562,150.8000030517578,252.5,47.633331298828125,107.4000015258789,330.3777770996094,187.27499389648438,791.75,115.79166412353516,130.22500610351562,,146.90469360351562,89.4457778930664,93.14625549316406,303.38751220703125,142.50608825683594,32.00686264038086,359.11248779296875,752.4000244140625,62.46562957763672
2007-03-15,,69.13999938964844,93.86000061035156,623.1875,328.0801696777344,227.60000610351562,,134.49000549316406,77.44999694824219,45.91999816894531,118.4542007446289,177.0500030517578,149.8000030517578,259.92498779296875,49.099998474121094,107.44999694824219,330.6555480957031,186.7624969482422,796.1500244140625,117.08333587646484,129.4166717529297,,146.68182373046875,87.0020523071289,94.05717468261719,308.57501220703125,139.11422729492188,32.252777099609375,363.82501220703125,763.4500122070312,63.25875473022461
2007-03-16,,68.54499816894531,89.73999786376953,622.4375,323.21337890625,222.9499969482422,,136.72000122070312,74.7249984741211,45.17499923706055,117.54789733886719,176.9499969482422,147.27272033691406,255.93124389648438,48.349998474121094,107.4124984741211,321.6222229003906,182.6750030517578,780.0999755859375,117.0,127.14166259765625,,148.59620666503906,86.20006561279297,94.10364532470703,309.4125061035156,143.38758850097656,32.05149841308594,359.36248779296875,786.7000122070312,63.59062957763672
2007-03-19,,69.55999755859375,94.01000213623047,628.8624877929688,330.60369873046875,224.85000610351562,,135.4499969482422,75.8375015258789,46.23249816894531,116.73222351074219,180.1999969482422,149.55455017089844,260.90625,47.33333206176758,108.36250305175781,326.1666564941406,184.72500610351562,788.8499755859375,119.79166412353516,132.19166564941406,,150.12771606445312,87.41720581054688,93.41116333007812,315.2250061035156,147.88133239746094,32.00349426269531,362.0625,776.4500122070312,65.05313110351562
2007-03-20,,71.0,92.55999755859375,625.2999877929688,332.36114501953125,230.5,,136.47999572753906,75.4000015258789,47.76250076293945,120.90122985839844,184.10000610351562,149.81817626953125,256.98748779296875,46.95000076293945,107.2125015258789,327.8444519042969,185.96249389648438,789.6500244140625,119.125,131.8000030517578,,151.20205688476562,89.85620880126953,92.12379455566406,313.25,147.41183471679688,31.523454666137695,359.70001220703125,798.0499877929688,64.50749969482422
2007-03-21,,70.69999694824219,96.22000122070312,624.7125244140625,343.1987609863281,232.5,,135.83999633789062,74.26249694824219,48.279998779296875,121.39969635009766,191.0,158.2818145751953,261.7437438964844,48.20000076293945,107.4625015258789,334.5888977050781,188.375,791.6500244140625,119.75,135.27499389648438,,153.15072631835938,92.74337768554688,94.4801025390625,316.75,148.66702270507812,32.02202224731445,361.0249938964844,778.7999877929688,65.4468765258789
2007-03-22,,71.6500015258789,100.77999877929688,641.8624877929688,351.67059326171875,235.3000030517578,,136.39999389648438,74.0250015258789,51.29499816894531,123.07636260986328,196.6999969482422,163.56362915039062,264.8812561035156,49.78333282470703,109.75,349.73333740234375,195.39999389648438,831.2999877929688,120.16666412353516,142.0500030517578,,157.17950439453125,97.12603759765625,95.77677154541016,325.76251220703125,154.28179931640625,32.907989501953125,370.4375,784.25,66.90375518798828
2007-03-23,,71.62999725341797,104.93000030517578,632.2874755859375,353.3829650878906,240.9499969482422,,137.25999450683594,75.75,50.557498931884766,122.80447387695312,198.5500030517578,162.1090850830078,261.57501220703125,48.04999923706055,115.3499984741211,361.3666687011719,199.1999969482422,840.6500244140625,120.83333587646484,140.51666259765625,,157.27093505859375,96.82410430908203,95.76282501220703,322.04998779296875,151.30194091796875,32.62923049926758,368.86248779296875,790.7000122070312,67.19625091552734
2007-03-26,,73.16000366210938,103.91000366210938,626.7874755859375,347.29949951171875,237.3000030517578,,136.42999267578125,75.1500015258789,48.65999984741211,120.62934112548828,198.10000610351562,159.2181854248047,257.26873779296875,47.416664123535156,115.8499984741211,359.6222229003906,197.1374969482422,821.7000122070312,119.45833587646484,141.7083282470703,,155.9565887451172,95.6399917602539,94.33602905273438,315.3374938964844,144.21160888671875,32.889461517333984,367.8125,772.2000122070312,65.44125366210938
2007-03-28,,74.22000122070312,99.06999969482422,616.6624755859375,341.4413146972656,234.1999969482422,,138.42999267578125,71.8499984741211,47.92250061035156,117.9104232788086,197.64999389648438,155.9727325439453,249.00625610351562,47.78333282470703,115.2874984741211,348.22222900390625,190.58749389648438,796.6500244140625,119.375,144.09165954589844,,154.29364013671875,91.86590576171875,92.885986328125,300.25,137.8973846435547,32.85577392578125,357.6875,760.7000122070312,62.89875411987305
2007-03-29,,75.7300033569336,96.0,605.3499755859375,344.0549621582031,236.39999389648438,,141.3000030517578,75.0999984741211,46.6875,115.91654968261719,205.0,155.50909423828125,248.83749389648438,48.983333587646484,115.4375,359.1777648925781,189.4375,812.4500122070312,121.25,145.8000030517578,,155.11654663085938,92.99813079833984,94.25701904296875,312.0874938964844,137.2937469482422,32.751346588134766,357.5,759.1500244140625,63.663753509521484
